HolderAddress,Balance
0x9b1504fc51810bb56ef0abbfe37d891a72b9ea7b,38.0826389
0xa762aec14f0868777381f37969255419fba172da,2910720.561
0x7c286360f0fa36bc30497cae7dc8fbd89f44c03f,1.236362719
0x860781809e765e369c58ecc6097dec76d7ed4727,0.315508382
0xc59a57f93afeba55748be1ee8b2c6082a6b2a2cd,19.49791399
0x51adcf2c1f4e39f08f500bf814ac1e13ab797b06,26877.75557
0x337539bfcf5119f45e884a705ff3214974190814,18.94422708
0x64633d11a959cc50a840d63a60a26050c7197407,108.9344415
0x945bc85fdf04e8290a4ff6a259f431cb5033beb3,1.846342921
0x2ad2ea1f414fc5dcbe470053f418ca1655a74b04,131280.2463
0x16ef978f2be9bfd9c69ff3458771370c804727c1,47305.39646
0xedcd138b023f9f5f141feda6ae832bf4061177f4,4.54E-05
0x68aa2edc3055425e474148138c134bd4f950a7ce,1700003.261
0x852a7a4fe1b2bc9d13250a6ff3b3c13b3a17dbc5,0.023671152
0xb116a9165586f9803565717646f0837e3523e286,0.005784916
0x505ee22c4b02b93e34903c3c9dcd3d3a3e39bb16,30812.19756
0xff442cae10dcbbfb8e27d4ad1df10609e39900c2,0.390220093
0x2110d87f8a47000d4bd37ceaae6a612cbcaaa7dd,716.3349735
0xc8bdc99043cd09165a6a6ff8e7507a842dd3b278,0.01952235
0x0409cd5055386402d7b30a20b3dc909ff1fdbd5d,1178934.741
0x11a2263fe278aa27dc687945f4f978bc60b1bf61,22.20126721
0xa5ba2e3d7131f3e3f6b7ef759f84bbf2c6e6d823,0.254331638
0xdff2072d5dfb9b0fcdd7af795f96667b42ea9ea6,1.17261255
0x85f09bc6be9c1b135f4bc54c846b32cb5c9d0b5f,8514.022528
0xc5ab697653aa33e78e6ca86ad9fa613d0c47f6f0,4.869027758
0x994ed1f0fc6d4aa6fd261af1a4f1f0c1a534f67d,237491.5115
0xff56ce091326ac38a891515eb1a805d326f275fb,1355626.558
0x3c7cb29b4b297b77bfcbfbac6186b18658977bc6,147587.0746
0xebdf4fe5ecacdda3b43fbc8155d182eac17df372,268527.8971
0x9e68815e0fd7344b1420b6820e86383cb450ee33,104651.9305
0x5e45878fd594ab2d59988bda409bbcdb1f1cb337,20000.36923
0x0a6bac40bb17d658983c2ce126aebac01a9611d0,100820.2315
0x007f3424ed2347eb71165b324cf1dfb3a42f7243,164642.1586
0x141a178d486bf4f231072a7d97943b56bed68e02,9.83503189
0x2f7c3b5b9057561625169d878672f0d1f041d416,24.12166653
0x06f3fffe777d69c0575bf51357d2e965f6385d9b,63700.60937
0x086af0335527553c035b8c7104a9604bea515778,265755.5653
0x3dea3800ef5500c7efda0a9258b88700123b6f94,1000007.824
0x5cb6aeb920f5a5f79ab6a117ed79b58353f90453,8.124869829
0x96c195f6643a3d797cb90cb6ba0ae2776d51b5f3,298731.7908
0xaf8e6ebd5de511ed127745151483e734e514b273,52711.53457
0x89a588600dbee0d1c79ecec5300f3817f1311113,5.533266367
0x51d909d79a24929068ac9260e838323843bfe23e,281915.3411
0x934477c6f703b336ee50f99b8a0e1aadd8975d8c,4.07E-05
0x4056b0f651e3105a62d91d86534f6da3bbf3fc28,222270.9613
0xe27e059bde3d59dfa1594d3631e5e8f90bb00554,654902.687
0x01afd8ab04aeca2ddd04c30f1c0360e10552f0f0,5580.272396
0x2014e7796bb985db703de3efd8209b65f1a3664b,181090.3234
0x5edea45bf384c04d6cf40dadaa371691c09fa24a,499.8534335
0x6fc8156e595c2fbf0b0e14141d0096b3cef52364,1020647.068
0x5beed6a741f9f4d35d6f14618005cea9d9baa6b1,3809761.05
0x480c16e085d9df32ae483cc1eab0da5338a77978,117972.7354
0xd4c2864149ceffbb9772303994b81ea435f8a335,1.26439813
0x193d877381a4435386cff2dd8dd93d159553497d,1112766.836
0xfa7f0569dbc7c3a284c1a6270faf4b53bb7ea6c6,1114890.329
0x934b3519a2554283ac6b5ad5e5618435e50279dd,5001352.783
0x290702dde969e7385631ccd111087ba2ae274ece,158559.1183
0x219df7493225c133ee85396734f22141ade42edc,134897.7632
0x94537e753633288dde7ce9b139518a734fe9d104,0.424753948
0x4849c20ef9b0207ba4f912fd0b71659b7f92097f,285054.439
0x7946e56a10fc66f64605dc73a31a3fb922574f35,1706242.142
0xa1c878f828782d3f3546e4039451830933228a34,1237611.892
0x3c0bf74fb2196b8667d2dfbe51d1fd182a7d8146,115618.3813
0x928297c597e26285d2062c692df4fa5add70ff9d,2.953440993
0xdcbdd26ad4dab6d22d4b8d9b01eb88ae6a2a6e59,5.254458948
0xd6542602b8521ae4be2aa4fbeb0860e26ed09883,481842.3975
0xc99c7d49477980894de7161f321101665cad8efb,17.5513185
0xa74189691cb2e65fc6838f3f227810e983c6239f,118452.5548
0x7f55082748037cfe2b65645802e983ea2c1f1941,4234796.313
0x4edf97c6e02b5708cce2cf57230a6a95054fe046,3517.969011
0xf6ad888194d33256316ca2606a77ca373e6796c9,4828.14383
0x53678a1220f6c546e917ee0fe7f1125c8fdc313b,5827931.406
0x02a961467a21ae08d74fc915c0d9749c9380514c,4.278125929
0x0d8e43d9313dd7687b62341fc334893e41efde86,0.599160772
0x0acd6d8b933e93074a629169dd388316b8190d6a,123994.6577
0x184ada792141f08eec468550b8a43fe1729103ad,78.75906687
0xcf9deda32af7cd8af67e8b9863b8ff526f2b98f4,910005.1678
0x74e09e0c2378ed26dc1290db6c85a48477b3cdc6,10.85668591
0x5734cd09bc1e2221e257e35d140e23b2c8d60db7,364000.119
0xdea2ec935684a1537064e888813b89ce3f0b40dd,6.605973296
0x58ea9a959c35f4fd1168d841626de410ba8b2f45,3727766.608
0x08ed1ece788ddee8728864dcd71a2a55eefcd69b,14.24859787
0xba29faa0fa165b7717fb5dea929072923687d645,64118214.2
0xba556285f5d666d325fbf87ed8fa4c4ed1f9ef5a,141906.7595
0x0942bd43dfc021199fc29135072c4108ae242be7,95623.59067
0x99e02cf7a2fa74ef1ad215e47a95c476577a6bb0,6987.000514
0xe8d7fb5a361e9e3b36f4f77955029bf20ae67cf5,68.47895357
0x826f0465ed945e2f4936a944e1cbc5cd18d28596,111793.1121
0x52684c0a78f2f6888be98d893b931ad4e84fbac6,35079663.9
0xdc3823c266bca6207d70388748d5e7e5d3fdd5e9,1358316.926
0xbb72df370a7cdd203436149207333c677efe3c81,22613.96971
0xf78ffc52774159e98280251f6a4cd149e35964f5,132457.4432
0x28d285d8fb4911a89844154fa5945737e13e1e43,65604.4533
0x8e6a8cf87bc881e02895151e5fe8711d9251dc80,9117.502147
0xc16d7038f4d6ec7b67501f5dc2f284e1938d6aa1,29201.32467
0xa844fe6695b222efe90cd593ab13878fbc02dd89,5946895.575
0x3cc8a332a581e9a6a79f2e3f0c3b3f4f47bbb0f6,148234790.3
0x228bf802151b68a06f06a28a5b83477f00bc0abc,9.30E-08
0x19ce1e45e85f2fa83f82394198885d3f95b90eb7,5516852.608
0xdb255be8c5ede70cc68ab59fa1616d742369341f,19.11000156
0x16ee21025efc0ea8e24109eb81914e8311fdeca6,159384.6026
0x9e182fc8b83bd273d596d30634fe2cdc804a25d5,0.545903909
0xd45e4bd67b316a320ab19b5d3acff0124b7f73ac,139969.3935
0xc568aa66153442a94d24317175d6edd8c853535f,100116.5676
0xa36dba511dda663c91742f00e969ef3df2017935,94.38812978
0xd7e5e631788606835165e1e5fd7731dfd37591c5,516197.2605
0x53bcfb03be34842d805816b58792e5883ad7564e,40044.1476
0x51f1595224e649035052488d0541be9e42931928,1569382.367
0x5c42fb7809c4b92d1f90e923f217c6fdaaa60085,196048.3776
0x16f7a4da5ae93060ab4231d3608113858e79a816,0.309491967
0x6e8a8c94be4eb1ff98db359a6daeddc1fb879f1a,4752421.368
0x0b811c6df91b7ab93cd69e6282415e11da0ba01a,0.000768326
0xe851fe641d120bab0db6354211d568dae04e3537,234259.9081
0xe4319363e4a872c797a6dd27c14f8947b5009f92,227500.0468
0x1724e12424e813d12d237b4d6e4a42dc474a7da9,6030994.041
0x23a9ee2b58cfce5123c0d1bd043bde1f4946ba04,748002.0116
0x38b0088b4094fdc3c6b643879e35e0dfcc93a1ac,11.17001072
0xa60226e879dd17d9697f9b9b72dd014cd3ffcf29,4430754.38
0xbc04fb9419e7ce79f77888a3abfa075a367f9a1e,182000.0299
0xd8580234b9bc7e4060a814d9ec892be5f26bb78d,11126117.36
0xf70d2d7e48a98f9f3d449986ccb14d85cd9b30a8,0.038647426
0x125fed23bcf7da2d504f14c9a01d262af858bc4c,137723.5608
0xdb4182a980accb04e76ee0b597976fa8cdb05f00,11250.75786
0xa89965e3db632c6ae1e8d377c21b20f86c578ec0,15697884.67
0x3caf1ce0dd931cf22a6caedc58d986532957922c,239139.774
0x6e2e048f2e40a8c87087de2fbc0557a3766edc66,4217157.454
0x36a13d91f43dd682b19961d4998bdb4a7e204328,34182.69727
0x9aad268e65e5ef308d9e493b4c1f2f974f1fc136,2.534465865
0xe3d97f21c07ed67980a41be03eefba676444e3dd,163.7873993
0x0ddc9c820a6fe823fe312171c74eb7dfa7b46240,338769.4031
0x48bdcbcaf1acc3acee69281935c29a7a034525e0,0.002814126
0x9c2048ce9bd30448fc5d244181ebc2d49e7bc689,60063.03777
0x43c1fba839788807d36deb0fd1eff22959f72e47,45703.27529
0x7a8a9531ef3f5d965f6f0c5157482814f75220c3,2767013.023
0xaaa0b7042d5183e95d866072762993122d25bdc9,2.46E-05
0x31e3e467ef516a64de1c392f150ff5d1a34a0c4e,1.926211985
0xef5a1e34d429ec412d1e111dfb3017948b79df95,14380.54286
0x435137f7e50a915966a7f58cd289d67b02d24b76,82614.68102
0xc998e0e2f6356c59ef7ae208297c207520c67fd1,1248012.851
0x21ddde2aa02acba8ff6f70870d4f2783d8b1e4f3,3.251226862
0xc4db807e0efa53a8676c142756a86a581ed28886,331348447.2
0xfc6c73a39110432f0fde725903f33687542a2403,983355.6575
0x930adf4148b9d75d46fc2eadbd3d9a1e0f0b7372,11.25771487
0x0dfd2646b1382c97c2b6b50e9c3f9c881d1fda8b,27522.77461
0x153e5e827e27e2e483b57d5f1cbee7ea49752afb,273936.4968
0x33faa9ec214a83e20a89215372d10879dd48023b,47.42761702
0x4e6143ff4e5b490de1b88a34798902a06cb33597,1.212289017
0x1746b617549caa9053efb2b3e0f80baa68cdcaf4,52406.61768
0x2f8cefd31f7b44dab6d935f45d9145a1e5773ebe,302020.3352
0x200ca151f371baad54a37fcacc929bb198cf5b1e,0.05492597
0x68fbf7f4c8a4fb7cb639b19331db542945a7f06b,0.077763764
0x9cbdd2dc4ee5fa2b490e00e971bb2afd7626dfa0,151660.9458
0x87362cf484c1559d29f8b09f09152a3c7f2ba783,3399572.254
0x0ab20e4f57ae75f0440404d9ed61368181b0259e,31909.32433
0x4cadc15f7ece433a9be510c399292a6b60c30357,1282264.727
0x02a41cc58a69e2cc056800e2dcd3de06b8a608b7,0.520123425
0xc2c11b9787278ef27cff0b6fbaa8c029dc6006fb,0.005029579
0x9d619bd2e56ab0d4051227ebebaf63efc6aa03df,0.953333687
0x710cb5a969c1000d1a6b587bd3d57985db1d6eb2,167585.4557
0x25e73e5dcfe663095559ad1deab500455d5a8039,0.046421256
0xe05f4aacc9d181cff73bf2b28f679cd62d7b4b84,0.062126107
0x37731fd756d345062eae1f0bc1cdb31cd58e17fa,51.6918041
0x85308aae7426a914fff342da2a7c09c1ca496ee0,139.8376978
0xf2771ed0ade32a54fcaf1cef38e62702ec4042e9,0.016074579
0x0ac71c9efcc59934af24171675c773f01e8fabb9,402930.9018
0xac5c32c5ab7e03ebf7fd9abfe8c1b4b508aeafde,2816.944186
0x76750c4a40abefe6b1049daf1823c504504e2e6a,0.5701001
0x40c60847c0ac3997136da085fdd7a3822365af2a,16.93279455
0x471a4d6ee35a3092e5690b63d1738c77801351f8,0.845596482
0xa59a789d8f876f8ddc8b190a796c5cbf8aa0ff3b,2.318408664
0xa55c15492b264584fc9d2ad2e51fd718a4dcd5c7,258165.8334
0x09e73ab468a844e36db0fe0152a20e8514e6bf07,16417.94465
0xea10808d06e36d36e771f6fa1adc069d419a174d,993130.2978
0x24da76c5f0da73aa4960caadf31c674a5c4dbb12,9145.380171
0xf0b569a87c04223e2300c79357a4236afeecdc1f,106048.6935
0x028b85b93ca8266667cc8a6032349278ecf520a5,1844903.058
0xd8edb842cf6b573e28637e6e3d7d8607cda8c7f4,0.037797132
0x2e0d1ef3c2f003faa00ccf32b8efa6ec4ce0f42d,1496905.099
0x8c4e44aa2bc7c16da8c4124a4ba4360fc1223897,3680538.743
0x8d4db83e92abd87d63e6b0c138cd29f9ba775f31,25081974.55
0x6dc22a2b67875cb79ada84d062f50d4d17d4f174,6.236277321
0x2b822abc6aa6f33857d62efe86f56954a9d05e48,19383.01191
0xa9efc3e36ef6a04342245e953c8925ae6ce9bbd5,0.532364216
0x93cc58a57746240e7098c9f76203cbeafb661634,0.095821079
0xf0f242333d974a60bd2702cb3379d725bffcd7fb,0.206585133
0x7fd101e360e49901684c70ccd189cb314abefa07,0.607901404
0x453c80de89ac22512159326caf2c198b65822877,81.61014391
0xd00fc7261beaea96a8c2cee97e78a3a619614f1a,13821.03746
